nombre;estilo;og;abv;ibu;color_srm;litros;publicada;autor;url
Apa melon;19A - American Amber Ale (BJCP 2015);1.055;5.76;35;9.41322213173181;50;2018-10-26;Marcos Marini;https://www.brew-o-matic.com.ar/#/recipe/clone/Apamelon-580966d5eb88b41d007c3cc7-1540524855344
Apolo Club - American Amber Ale (AAA);19A - American Amber Ale (BJCP 2015);1.052;5.31;33;13.91745794600832;84;2018-04-12;Iván Barenboim;https://www.brew-o-matic.com.ar/#/recipe/clone/ApoloClubAAA-59b014adc268771d0081c169-1521759864217
Arg Amber Ale -Big Brew-;19A - American Amber Ale (BJCP 2015);1.056;5.72;30.1;13.69306455700776;80;2018-04-25;Facundo Koss -PARADIGMA-;https://www.brew-o-matic.com.ar/#/recipe/clone/ArgAmberAleBigBrew-5626e7ee8257e7d9729dfebf-1524689959547
Argenta Ambar Ale;19A - American Amber Ale (BJCP 2015);1.056;6.02;34;11.067500281168295;20;2018-11-18;Cerveza Wayra;https://www.brew-o-matic.com.ar/#/recipe/clone/ArgentaAmbarAle-5af4c82f5030fb0004f7e251-1542580272485
Arrallanes - AAA;19A - American Amber Ale (BJCP 2015);1.059;6.03;45.8;13.001763301540022;550;2023-02-06;Joaquin Goldaracena;https://www.brew-o-matic.com.ar/#/recipe/clone/Argentinaameberale-54b6b02a48158d7553002440-1554740522380
Aurora Quarantine;19A - American Amber Ale (BJCP 2015);1.053;5.21;25;16.054841722974814;90;2020-04-22;Guillermo Espinosa;https://www.brew-o-matic.com.ar/#/recipe/clone/EspinosaVarela-5e9f2dc428b4370004688c2d-1587490684403
Aussie AAA;19A - American Amber Ale (BJCP 2015);1.053;5.42;30.2;12.580120426304967;25;2024-11-23;Ramiro San José;https://www.brew-o-matic.com.ar/#/recipe/clone/AussieAAA-58961e2fd169151d00d5b59f-1732328940796
BS_AAA;19A - American Amber Ale (BJCP 2015);1.045;4.6;18.5;8.827856239462339;20;2016-11-06;Birra Store;https://www.brew-o-matic.com.ar/#/recipe/clone/BRAAA-57af058a4ad8541d000ad1d1-1473614571776
Borboro AMBER ALE;19A - American Amber Ale (BJCP 2015);1.055;5.62;28;17.791993032791076;40;2018-01-05;Federico Souto;https://www.brew-o-matic.com.ar/#/recipe/clone/BorboroAMBERALE-5a0f1ea6c6a6331d00bf48db-1515093236611
Chacal AAA;19A - American Amber Ale (BJCP 2015);1.05;5.11;43.1;15.571879432928993;25;2018-08-02;Matias Ortellado;https://www.brew-o-matic.com.ar/#/recipe/clone/ChacalAAA-59bf263c74c6851d00a13816-1524190572212
Changos TNG;19A - American Amber Ale (BJCP 2015);1.051;5.01;26.7;18.48592883343491;40;2017-10-31;Kuarta  Zombr4;https://www.brew-o-matic.com.ar/#/recipe/clone/Changos-550723eaa6a7369117000a5f-1506690030418
Chau Pioji;19A - American Amber Ale (BJCP 2015);1.058;5.93;25.3;15.676774419674873;90;2025-03-14;Rodriguez Beer;https://www.brew-o-matic.com.ar/#/recipe/clone/1AAARodriguezBeer2022-5ad520484383a900042f8346-1713883740707
De la granja de la biere;19A - American Amber Ale (BJCP 2015);1.037;4.22;27.4;11.582490365710132;110;2019-08-24;Nicolas Aquino la biere;https://www.brew-o-matic.com.ar/#/recipe/clone/rojadelabiere-5a0b6034b8137f1d00103144-1554082478415
Diego AAA;19A - American Amber Ale (BJCP 2015);1.059;6.03;31.4;16.47559118212377;20;2018-05-14;diego campoamor amendola;https://www.brew-o-matic.com.ar/#/recipe/clone/DiegoAAA-59f7be650b3dd21d00c76374-1524737190809
El Capitan Reposera;19A - American Amber Ale (BJCP 2015);1.059;5.8;26.9;16.832855812221705;50;2019-04-27;noe esteban gonzalez;https://www.brew-o-matic.com.ar/#/recipe/clone/Elfamosofalsoplano-5a9ac5f0101e81001d31aa30-1556375391786
Evil Dead Red, de AleSmith;19A - American Amber Ale (BJCP 2015);1.06;6.13;36.1;16.25384283563754;46;2018-06-05;Diego Bocalon;https://www.brew-o-matic.com.ar/#/recipe/clone/EDRAS-59825257167b371d00862056-1528223423508
Experimental amber ale;19A - American Amber Ale (BJCP 2015);1.055;5.76;26.3;11.191055402286345;19;2020-08-14;juan coronado romero;https://www.brew-o-matic.com.ar/#/recipe/clone/Experimentalamberale-5eb7387dfb3656000496b80e-1597369718992
G&P's American Amber;19A - American Amber Ale (BJCP 2015);1.054;5.52;35.5;11.230657044593478;22;2018-02-11;Juli Matrangolo;https://www.brew-o-matic.com.ar/#/recipe/clone/GPsAmericanAmber-58050f9fa55f631d00f2f794-1518375405125
Gaspara;19A - American Amber Ale (BJCP 2015);1.05;4.91;17.6;3.57646582079134;14;2020-01-02;Ja17R R;https://www.brew-o-matic.com.ar/#/recipe/clone/Iris-5953c23a38f5931d0089befd-1576268090792
Hybrida Am.Am.Ale;19A - American Amber Ale (BJCP 2015);1.044;4.5;18.2;13.114357984230175;130;2019-12-09;hybrida;https://www.brew-o-matic.com.ar/#/recipe/clone/HybridaAmAmAle-5cd617d8bef9cb00042c055c-1575037472173
Hybrida Amber septiembre '2020;19A - American Amber Ale (BJCP 2015);1.047;4.8;27;11.790382893104695;190;2020-09-30;Fernando;https://www.brew-o-matic.com.ar/#/recipe/clone/HybridaAmberseptiembre2020-5cd617d8bef9cb00042c055c-1601422814203
José AAA;19A - American Amber Ale (BJCP 2015);1.055;5.4;0;15.359643186726641;40;2022-07-15;José navarro;https://www.brew-o-matic.com.ar/#/recipe/clone/JosAAA-5cc5afc1b236150004a33b28-1657912916073
Juan Manuel de Rosas (mestiza);19A - American Amber Ale (BJCP 2015);1.051;5.21;29.7;13.709095245184507;90;2018-05-02;;https://www.brew-o-matic.com.ar/#/recipe/clone/JuanManueldeRosasmestiza-5ad4fd8d2007df0004cb5c12-1525298196592
Km43 AMBER ALE;19A - American Amber Ale (BJCP 2015);1.053;5.42;41.4;12.171484251984673;45;2018-01-31;Horacio Fernandez;https://www.brew-o-matic.com.ar/#/recipe/clone/Km43AMBERALE-5864530de8a0161d00b286d2-1517426545614
Kuru American Amber Ale;19A - American Amber Ale (BJCP 2015);1.048;4.9;34.5;16.539520250849588;56;2018-04-27;Javier Rivero;https://www.brew-o-matic.com.ar/#/recipe/clone/KuruAmericanAmberAle-558174a3daa6c2a276003b25-1524857181435
Loca Pasion;19A - American Amber Ale (BJCP 2015);1.059;5.8;26.8;13.493139320519308;20;2023-08-21;;https://www.brew-o-matic.com.ar/#/recipe/clone/LocaPasion-5b787488b8798200042d2d1f-1615160094624
Lockhart AAA;19A - American Amber Ale (BJCP 2015);1.06;6.13;26.5;11.839422502411441;22;2025-08-01;Ramiro San José;https://www.brew-o-matic.com.ar/#/recipe/clone/LockhartAAA-58961e2fd169151d00d5b59f-1739604336456
M.J;19A - American Amber Ale (BJCP 2015);1.06;6.13;48.7;15.688409563430822;50;2020-02-22;Adolfo Lacalle;https://www.brew-o-matic.com.ar/#/recipe/clone/MJ-5880d2b6ca93641d00b36f63-1582337184800
MOYA RED Lacoste;19A - American Amber Ale (BJCP 2015);1.045;4.6;29.9;13.219540582665541;23;2018-05-23;MOYA Beer;https://www.brew-o-matic.com.ar/#/recipe/clone/MOYAREDALE-5a05eab1a7847e1d0044e892-1522504721132
Mama Noel;19A - American Amber Ale (BJCP 2015);1.048;4.72;19.5;8.283974186754698;24;2017-12-08;Ja17R R;https://www.brew-o-matic.com.ar/#/recipe/clone/Rubiadediciembre-5953c23a38f5931d0089befd-1512227578904
Monkey AAA;19A - American Amber Ale (BJCP 2015);1.056;5.72;21.9;12.087868351888956;20;2017-10-06;juan carlos valente;https://www.brew-o-matic.com.ar/#/recipe/clone/MonkeyAAA-580544d0a55f631d00f2f874-1507299024255
Mr Brownish II;19A - American Amber Ale (BJCP 2015);1.059;6.11;30;16.9428831707797;57.5;2017-08-06;Lautaro Cozzani;https://www.brew-o-matic.com.ar/#/recipe/clone/MrBrownishII-5245bff54b11374753000005-1497977528962
Munich American IPA;19A - American Amber Ale (BJCP 2015);1.051;5.21;47.5;14.597661763673814;10;2020-09-03;Alejandro Gomez Manuelli;https://www.brew-o-matic.com.ar/#/recipe/clone/MunichAmericanIPA-5ea03daa25fc5f000487eff6-1599088686341
NUEVA American Amber Ale 70Lts;19A - American Amber Ale (BJCP 2015);1.046;4.7;34;16.955231785367335;85;2022-10-25;Ramiro Ezequiel Frias;https://www.brew-o-matic.com.ar/#/recipe/clone/NUEVAAmericanAmberAle20Lts-5bcd0692e152e600049198f7-1571371246763
Navidad en Qatar;19A - American Amber Ale (BJCP 2015);1.057;5.82;29.8;15.44264736075097;50;2022-11-25;Leonardo Rossi;https://www.brew-o-matic.com.ar/#/recipe/clone/NavidadenQatar-637f9208575ac7513f426df5-1669305709159
Nueva  amber;19A - American Amber Ale (BJCP 2015);1.045;4.6;17;14.170963698767423;50;2025-09-14;daniel maravilla;https://www.brew-o-matic.com.ar/#/recipe/clone/Nuevaamber-5b81f1081738500004130ff5-1756399782331
Orlando American amber ale;19A - American Amber Ale (BJCP 2015);1.052;5.31;27.7;12.692725598728172;60;2018-10-01;EMILIANO ORLANDO;https://www.brew-o-matic.com.ar/#/recipe/clone/OrlandoAmericanamberale-573a3340cc4a241d0078704d-1535647325805
PAYARA AMBAR ALE;19A - American Amber Ale (BJCP 2015);1.061;6.23;25.7;12.21210640873369;25;2020-07-09;Cerveza Payara;https://www.brew-o-matic.com.ar/#/recipe/clone/PAYARAAMBARALE-5f03505504189200048b6aa8-1594331603410
RBK - American Amber Ale;19A - American Amber Ale (BJCP 2015);1.057;5.82;26.5;15.238813425482018;28;2022-09-26;Sebastian Balestrini;https://www.brew-o-matic.com.ar/#/recipe/clone/RBKAmericanAmberAle-5bb3fd021c1071000401038a-1663867355275
RBK - American Amber Ale 3.0;19A - American Amber Ale (BJCP 2015);1.052;5.31;30;15.649998567257269;25;2023-09-27;Sebastian Balestrini;https://www.brew-o-matic.com.ar/#/recipe/clone/RBKAmericanAmberAle30-5bb3fd021c1071000401038a-1694029218233
RBK - American Amber Ale 4.0 (Centennial, Bravo, Citra);19A - American Amber Ale (BJCP 2015);1.051;5.21;11.8;14.943868876036063;25;2025-05-29;Sebastian Balestrini;https://www.brew-o-matic.com.ar/#/recipe/clone/RBKAmericanAmberAle40-5bb3fd021c1071000401038a-1748447492363
RBK - American Amber Ale 5.0  2026;19A - American Amber Ale (BJCP 2015);1.057;5.82;7;13.708407777981872;30;2026-06-24;Sebastian Balestrini;https://www.brew-o-matic.com.ar/#/recipe/clone/RBKAmericanAmberAle502026-5bb3fd021c1071000401038a-1781697345545
RBK American Amber Lager;19A - American Amber Ale (BJCP 2015);1.056;6.09;32.9;14.624703082574825;25;2021-08-26;Sebastian Balestrini;https://www.brew-o-matic.com.ar/#/recipe/clone/RBKAmericanAmberLager-5bb3fd021c1071000401038a-1627669953701
ROJA JP;19A - American Amber Ale (BJCP 2015);1.051;5.01;15.4;12.661146746217465;22;2021-11-09;Justo griguoli;https://www.brew-o-matic.com.ar/#/recipe/clone/ROJAJP-5f452671f4814f0004845317-1636495613400
Red APA (Mundo Pastel);19A - American Amber Ale (BJCP 2015);1.049;4.81;35.3;13.524284295473487;20;2017-07-01;Emanuel Cura Costa;https://www.brew-o-matic.com.ar/#/recipe/clone/IrishArrakis-55eddbd71a69195c35006b10-1498911253263
Red Ale;19A - American Amber Ale (BJCP 2015);1.051;5.01;30.7;9.438929288153508;125;2020-01-07;Ariel Medel;https://www.brew-o-matic.com.ar/#/recipe/clone/RedAle-592494398fb1421d005e14ae-1578397656064
Red Ipa;19A - American Amber Ale (BJCP 2015);1.071;6.98;49;7.473242716812407;20;2019-04-18;Puertas Juan;https://www.brew-o-matic.com.ar/#/recipe/clone/RedIpa-5bf8b354c9c22a0004120a29-1555600648218
Red ale;19A - American Amber Ale (BJCP 2015);1.063;6.19;8.2;22.77729280204006;50;2019-04-04;;https://www.brew-o-matic.com.ar/#/recipe/clone/Redale-5ca4d75b1279660004d071bf-1554401955941
Rubia de los palos;19A - American Amber Ale (BJCP 2015);1.051;5.01;15.4;12.406539923861324;23;2017-09-30;Ja17R R;https://www.brew-o-matic.com.ar/#/recipe/clone/Rubiadelospalos-5953c23a38f5931d0089befd-1506119203413
Rubia oscura;19A - American Amber Ale (BJCP 2015);1.049;4.81;18.6;12.773210444811182;22;2017-10-30;Ja17R R;https://www.brew-o-matic.com.ar/#/recipe/clone/Rubiaoscura-5953c23a38f5931d0089befd-1508545199113
Sangrienta Victoria Mapuche;19A - American Amber Ale (BJCP 2015);1.057;5.82;35.5;21.01632629399922;30;2016-10-04;kevin gartner;https://www.brew-o-matic.com.ar/#/recipe/clone/aaagart-579397ebd2d71f1d008437f6-1471549515022
Santa Rita Begui Amber Ale;19A - American Amber Ale (BJCP 2015);1.041;4.19;40;13.586475958258731;40;2021-12-07;Martin Bascietto;https://www.brew-o-matic.com.ar/#/recipe/clone/SantaRitaBeguiAmberAle-5f726c8fe1fcdb00048aab57-1628814183766
Session Red IPA Chez Moi 2026;19A - American Amber Ale (BJCP 2015);1.046;4.7;51.7;11.70240298431874;50;2026-02-06;Mariano Bisbal;https://www.brew-o-matic.com.ar/#/recipe/clone/SessionRedIPAChezMoi2026-572e40227f4e0a1d005d72ab-1769096570806
The AAA took my baby away;19A - American Amber Ale (BJCP 2015);1.055;5.62;31.7;10.264344730510944;30;2019-07-14;Leonardo Guillan;https://www.brew-o-matic.com.ar/#/recipe/clone/TripleA-54970af91c28d2ac7f0024b4-1558551106292
Triple A;19A - American Amber Ale (BJCP 2015);1.045;4.6;0;12.175608645958123;44;2018-03-29;Santiago Barbero (Proteo);https://www.brew-o-matic.com.ar/#/recipe/clone/TripleA-58612dcfe8a0161d00b0cf0e-1522247357476
Triple A;19A - American Amber Ale (BJCP 2015);1.048;4.9;0;12.412379676925667;27;2017-07-25;Juan María Urruspuru;https://www.brew-o-matic.com.ar/#/recipe/clone/TripleA-586134f2e8a0161d00b0cf63-1496711633884
Triple A;19A - American Amber Ale (BJCP 2015);1.054;5.52;27.6;11.491184634952068;20;2018-09-09;mauro gerdes;https://www.brew-o-matic.com.ar/#/recipe/clone/TripleA-5b48f379c37f460004508b85-1536496074515
Triple A;19A - American Amber Ale (BJCP 2015);1.056;5.72;24.1;15.99603924336994;20;2021-02-02;Justo griguoli;https://www.brew-o-matic.com.ar/#/recipe/clone/TripleA-5f452671f4814f0004845317-1612280877447
Triple A III;19A - American Amber Ale (BJCP 2015);1.052;5.11;23.9;14.109963943643448;20;2021-06-28;Justo griguoli;https://www.brew-o-matic.com.ar/#/recipe/clone/TripleAIII-5f452671f4814f0004845317-1624907986433
Triple A Quarantine edition in your face;19A - American Amber Ale (BJCP 2015);1.058;4.94;20.9;15.613876142949582;25;2020-04-24;Peco;https://www.brew-o-matic.com.ar/#/recipe/clone/TripleAQuarantineeditioninyourface-5a2dd067d392f71d007935a0-1587763485050
Triple A Redition;19A - American Amber Ale (BJCP 2015);1.057;5.08;18.6;12.75354709678132;30;2022-03-05;Peco;https://www.brew-o-matic.com.ar/#/recipe/clone/TripleARedition-5a2dd067d392f71d007935a0-1619292279282
Triple A Russer;19A - American Amber Ale (BJCP 2015);1.058;5.93;14.6;16.379483940594408;100;2017-01-10;Kevin Jesser;https://www.brew-o-matic.com.ar/#/recipe/clone/-586039dfe8a0161d00b0cd41-1482702862885
Triple A uno;19A - American Amber Ale (BJCP 2015);1.053;5.42;17.7;11.989371240566559;20;2021-03-23;tomas andres gauna;https://www.brew-o-matic.com.ar/#/recipe/clone/TripleAuno-5f66f816059cf70004d9b5b2-1616468810706
Triple a pacha;19A - American Amber Ale (BJCP 2015);1.056;5.72;29.1;17.80571786205727;40;2019-09-10;Lucas;https://www.brew-o-matic.com.ar/#/recipe/clone/Tripleapacha-5cf672dc19df33000410fe91-1568121704693
Turbish 2.0 03/17;19A - American Amber Ale (BJCP 2015);1.051;5.21;24.4;10.440760991031906;23;2017-03-26;pach _;https://www.brew-o-matic.com.ar/#/recipe/clone/Turbish300317-580512eda55f631d00f2f79e-1490545110295
Valdez Amber Ale;19A - American Amber Ale (BJCP 2015);1.056;5.72;34.6;14.424654619379627;50;2019-12-14;walter valdez;https://www.brew-o-matic.com.ar/#/recipe/clone/LilyMalone-524a02c51ce6b6c104000015-1576325777600
Vamo lo pibes;19A - American Amber Ale (BJCP 2015);1.056;5.5;23;10.018105754779565;25;2019-11-04;Ja17R R;https://www.brew-o-matic.com.ar/#/recipe/clone/Vamolopibes-5953c23a38f5931d0089befd-1572189614948
Volga 1942;19A - American Amber Ale (BJCP 2015);1.053;5.42;26.7;16.05004522065744;20;2017-07-29;Javier Zarate;https://www.brew-o-matic.com.ar/#/recipe/clone/Volga1942-58a446b4bd277a1d00101fae-1501336289610
West Coast Pale Ale;19A - American Amber Ale (BJCP 2015);1.057;5.82;26.2;10.967331639102817;22;2020-10-24;STALBIER;https://www.brew-o-matic.com.ar/#/recipe/clone/WestCoastPaleAle-5f4c10485eb6da000430606d-1602790240311
Zeus Amber Ale;19A - American Amber Ale (BJCP 2015);1.06;6.13;43.2;13.650087409043914;20;2016-05-31;adrian rivarola;https://www.brew-o-matic.com.ar/#/recipe/clone/APAZeus-56ea9071ecdaab1d00a5e08f-1464106220612
aaa;19A - American Amber Ale (BJCP 2015);1.05;5.11;23.1;15.337611183752724;20;2016-11-07;lea brus;https://www.brew-o-matic.com.ar/#/recipe/clone/aaa-57efb19d04cb941d008226a2-1475363634149
amber;19A - American Amber Ale (BJCP 2015);1.051;5.21;30.7;10.793824157815598;50;2016-09-30;pochy acosta;https://www.brew-o-matic.com.ar/#/recipe/clone/amber-53fa49f39d4cb47b7400b4d6-1473119321311
amber;19A - American Amber Ale (BJCP 2015);1.041;4.03;31;20.42404689274633;150;2020-05-14;Agustin barrionuevo;https://www.brew-o-matic.com.ar/#/recipe/clone/ladelagu-5d5846e717dea300046996da-1589289228851
amber 2;19A - American Amber Ale (BJCP 2015);1.051;5.21;31.6;10.793824157815598;50;2016-11-21;pochy acosta;https://www.brew-o-matic.com.ar/#/recipe/clone/amber2-53fa49f39d4cb47b7400b4d6-1478905209292
amber ale;19A - American Amber Ale (BJCP 2015);1.06;6.13;27;15.19035860103091;20;2017-06-29;Matias Herrera;https://www.brew-o-matic.com.ar/#/recipe/clone/amberale-5834d10fb210b71d0066716f-1498747333306
amber ale 2.0;19A - American Amber Ale (BJCP 2015);1.06;6.13;39;16.71993732016145;27;2026-03-13;Claudio Venegas;https://www.brew-o-matic.com.ar/#/recipe/clone/amberale20-6360aefb780324bd5d4e2b02-1674965437792
amber maltosa;19A - American Amber Ale (BJCP 2015);1.051;5.21;19.2;13.898579560312527;40;2018-11-14;daniel maravilla;https://www.brew-o-matic.com.ar/#/recipe/clone/ChangosTNG-5b81f1081738500004130ff5-1536974774448
american amber 18/02;19A - American Amber Ale (BJCP 2015);1.05;4.91;27.7;13.825549678980945;440;2017-03-22;Gaston Menese;https://www.brew-o-matic.com.ar/#/recipe/clone/americanamber1802-52499f924b11374753000151-1487164253670
american amber ale;19A - American Amber Ale (BJCP 2015);1.057;5.6;39.2;12.234929195128158;60;2018-08-08;alejandro;https://www.brew-o-matic.com.ar/#/recipe/clone/ipa-5afdae049d531f0004809d35-1531517147023
american amber ale cumple ariel;19A - American Amber Ale (BJCP 2015);1.056;5.72;31.3;14.65472216433463;20;2017-10-03;gustavo moreschi;https://www.brew-o-matic.com.ar/#/recipe/clone/amistosaAAAlas4A-5802dd2e7964201d00cff9cc-1507033764266
amistosa AAA (las 4A);19A - American Amber Ale (BJCP 2015);1.048;4.9;39.8;14.079418752318372;65;2016-11-30;Matias Gassman;https://www.brew-o-matic.com.ar/#/recipe/clone/amistosaAAAlas4A-543e9a52d115c4137e002e6f-1470753334212
amistosa AAA (las 4A);19A - American Amber Ale (BJCP 2015);1.066;6.74;20;17.428804865837204;30;2017-06-12;Franco Rueda;https://www.brew-o-matic.com.ar/#/recipe/clone/amistosaAAAlas4A-593c24787e943a1d0053edd5-1497298966753
angelita ambar ale;19A - American Amber Ale (BJCP 2015);1.067;6.85;17.5;19.327033167028233;20;2020-08-15;Ángel Farina;https://www.brew-o-matic.com.ar/#/recipe/clone/angelitaambarale-5f343e0be02e2800046aa43c-1597454191954
hybrida amber ale feb 21;19A - American Amber Ale (BJCP 2015);1.05;5.11;28.1;14.482227632690797;150;2021-02-02;fer z;https://www.brew-o-matic.com.ar/#/recipe/clone/hybridaamberalefeb21-5cd617d8bef9cb00042c055c-1612272641588
la del agu;19A - American Amber Ale (BJCP 2015);1.054;5.31;33.5;13.420339298191799;90;2020-05-12;Matias Nussbaum;https://www.brew-o-matic.com.ar/#/recipe/clone/ladelagu-5915cca93d754c1d00d40f18-1589238422905
paleSN;19A - American Amber Ale (BJCP 2015);1.061;6.23;27.3;13.493139320519308;20;2020-06-30;ricardo;https://www.brew-o-matic.com.ar/#/recipe/clone/paleSN-59cbed84fae2b61d00b47428-1587512286329
posadeña triple A;19A - American Amber Ale (BJCP 2015);1.06;5.9;24.7;14.254642611906357;20;2024-04-29;homemade beer;https://www.brew-o-matic.com.ar/#/recipe/clone/HomemadeBeer-662d51bf7cc71f1315754445-1714387880951
raphael;19A - American Amber Ale (BJCP 2015);1.047;4.62;7.6;15.454948582694001;100;2022-02-10;Matias Albertelli;https://www.brew-o-matic.com.ar/#/recipe/clone/raphael-60be290549cf580004cf4516-1643381022208
red ipa-amber;19A - American Amber Ale (BJCP 2015);1.044;4.32;27.8;14.480647357774075;140;2020-07-09;Agustin barrionuevo;https://www.brew-o-matic.com.ar/#/recipe/clone/redipaamber-5d5846e717dea300046996da-1594315106700
tripe a;19A - American Amber Ale (BJCP 2015);1.053;5.21;32.4;16.278862807512645;42;2019-11-04;Lucas;https://www.brew-o-matic.com.ar/#/recipe/clone/tripea-5cf672dc19df33000410fe91-1560634557916
tripla A;19A - American Amber Ale (BJCP 2015);1.058;5.93;35;14.020533629108533;40;2019-05-07;;https://www.brew-o-matic.com.ar/#/recipe/clone/triplaA-5c4c97efdd952900045ff4ff-1556836583157
California Common Kohler-GND;19B - California Common  (BJCP 2015);1.049;4.56;29.7;12.016768610567398;180;2020-07-07;Cerveza Köhler;https://www.brew-o-matic.com.ar/#/recipe/clone/CaliforniaCommonKohlerGND-5949bde5c1cbba1d00e591c1-1594081142641
California Common San Diego Super;19B - California Common  (BJCP 2015);1.051;5.01;37.1;12.093826047494654;22;2018-10-09;Cerveza Köhler;https://www.brew-o-matic.com.ar/#/recipe/clone/CaliforniaCommonSanDiegoSuper-5949bde5c1cbba1d00e591c1-1538092180372
California Sun;19B - California Common  (BJCP 2015);1.045;4.89;28.2;11.448025164032698;35;2020-07-16;Leonardo Guillan;https://www.brew-o-matic.com.ar/#/recipe/clone/Californiasolidaria-54970af91c28d2ac7f0024b4-1593547401032
